tweet_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,cleantext,dog_stage,retweet_count,like_count,media_url,short_url,annotation,breed,jpg_url
671528761649688577,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671528761649688577/photo/1,10,10,Jax,Meet Jax. He's in the middle of a serious conversation and is trying unbelievably hard not to laugh. ,,209,718,https://pbs.twimg.com/media/CVG_2I-WIAASKSS.jpg,https://t.co/HwiLcDPaCi,Jax,Doberman,https://pbs.twimg.com/media/CVG_2I-WIAASKSS.jpg
671533943490011136,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671533943490011136/photo/1,6,10,,Super rare dog here. Spiffy mohawk. Sharp mouth. Shits eggs. Cool chariot wheel in background. ,,489,884,https://pbs.twimg.com/media/CVHEju0XAAEUZRY.jpg,https://t.co/pcx8jm1J1K,,,https://pbs.twimg.com/media/CVHEju0XAAEUZRY.jpg
671536543010570240,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671536543010570240/photo/1,9,10,Reginald,This is Reginald. He's pondering what life would be like without so much damn skin. ,,339,1013,https://pbs.twimg.com/media/CVHG6_AWwAEJf_u.jpg,https://t.co/1U5Ro5FA4c,Reginald,Pug,https://pbs.twimg.com/media/CVHG6_AWwAEJf_u.jpg
671538301157904385,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671538301157904385/photo/1,8,10,Baxter,This is Baxter. He's very calm. Hasn't eaten in weeks tho. Not good at fetch. Never blinks. ,,334,820,https://pbs.twimg.com/media/CVHIhi2WsAEgdKk.jpg,https://t.co/fUuiyu2QTD,Baxter,,https://pbs.twimg.com/media/CVHIhi2WsAEgdKk.jpg
671542985629241344,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671542985629241344/photo/1,10,10,JD,"This is JD (stands for ""just dog""). He's like Airbud but with trading card games instead of sports. ",,474,938,https://pbs.twimg.com/media/CVHMyHMWwAALYXs.jpg,https://t.co/zzueJV9jCF,JD,Shetland Sheepdog,https://pbs.twimg.com/media/CVHMyHMWwAALYXs.jpg
671544874165002241,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671544874165002241/photo/1,6,10,,Interesting dog here. Very large. Purple. Manifests rainbows. Perfect teeth. No ears. Surprisingly knowledgable ,,875,1699,https://pbs.twimg.com/media/CVHOgDvU4AAfrXD.jpg,https://t.co/QVaEMsB9tS,,,https://pbs.twimg.com/media/CVHOgDvU4AAfrXD.jpg
671547767500775424,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671547767500775424/photo/1,10,10,Marley,This is Marley. She chews shoes then feels extremely guilty about it and refuses to look at them. ,,489,1185,https://pbs.twimg.com/media/CVHRIirWcAAh2Nv.jpg,https://t.co/f99MV0htAV,Marley,,https://pbs.twimg.com/media/CVHRIiqWEAAj98K.jpg
671561002136281088,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671561002136281088/photo/1,13,10,,This is the best thing I've ever seen so spread it like wildfire &amp; maybe we'll find the genius who created it. ,,6170,11080,https://pbs.twimg.com/media/CVHdK-7WwAAsuyc.jpg,https://t.co/q6RsuOVYwU,,Gordon Setter,https://pbs.twimg.com/media/CVHdK-7WwAAsuyc.jpg
671735591348891648,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671735591348891648/photo/1,11,10,Oscar,This is Oscar. He's ready for Christmas. ,,644,1257,https://pbs.twimg.com/media/CVJ79MxWEAEIWVi.jpg,https://t.co/TON0Irzgwr,Oscar,Irish Wolfhound,https://pbs.twimg.com/media/CVJ79MzW4AEpTom.jpg
671743150407421952,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671743150407421952/photo/1,11,10,,This is a Tuscaloosa Alcatraz named Jacob (Yacōb). Loves to sit in swing. Stellar tongue. ,,196,656,https://pbs.twimg.com/media/CVKC1IfWIAAsQks.jpg,https://t.co/2IslQ8ZSc7,Tuscaloosa Alcatraz,Toy Poodle,https://pbs.twimg.com/media/CVKC1IfWIAAsQks.jpg
671744970634719232,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671744970634719232/photo/1,6,10,,Very fit horned dog here. Looks powerful. Not phased by wind. Great beard. Big enough to ride? ,,640,1171,https://pbs.twimg.com/media/CVKEfMKWoAAR-Ud.jpg,https://t.co/wwwYO9C9kl,,,https://pbs.twimg.com/media/CVKEfMKWoAAR-Ud.jpg
671763349865160704,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671763349865160704/photo/1,9,10,Mark,Say hello to Mark. He's a good dog. Always ready to go for a walk. Excellent posture. ,,757,1455,https://pbs.twimg.com/media/CVKVM3NW4AAdi1e.jpg,https://t.co/m9NleZ1i80,Mark,,https://pbs.twimg.com/media/CVKVM3NW4AAdi1e.jpg
671768281401958400,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671768281401958400/photo/1,10,10,,When you try to recreate the scene from Lady &amp; The Tramp but then remember you don't have a significant other. ,,421,1018,https://pbs.twimg.com/media/CVKZsHpXAAA05Z5.jpg,https://t.co/TASnD8Q08S,,Chihuahua,https://pbs.twimg.com/media/CVKZsHtWwAA6gPj.jpg
671789708968640512,2015-12-01,Twitter for iPhone,https://twitter.com/dog_rates/status/671789708968640512/photo/1,13,10,,This is space pup. He's very confused. Tries to moonwalk at one point. Super spiffy uniform. ,,2945,6147,,https://t.co/SfPQ2KeLdq,,Dalmatian,https://pbs.twimg.com/tweet_video_thumb/CVKtH-4WIAAmiQ5.png
671855973984772097,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/671855973984772097/photo/1,8,10,,Remarkable dog here. Walks on back legs really well. Looks extra soft. ,,362,779,https://pbs.twimg.com/media/CVLpciDW4AAleh-.jpg,https://t.co/gpWLdbposg,,,https://pbs.twimg.com/media/CVLpciDW4AAleh-.jpg
671866342182637568,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/671866342182637568/photo/1,10,10,Dylan,Meet Dylan. He can use a fork but clearly can't put on a sweatshirt correctly. Looks like a disgruntled teen. ,,410,976,https://pbs.twimg.com/media/CVLy3zFWoAA93qJ.jpg,https://t.co/FWJQ1zQLiI,Dylan,Labrador Retriever,https://pbs.twimg.com/media/CVLy3zFWoAA93qJ.jpg
671874878652489728,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/671874878652489728/photo/1,10,10,Mia,This is Mia. She was specifically told not get on top of the hutch or play in the fridge. ,,470,1080,https://pbs.twimg.com/media/CVL6op1WEAAUFE7.jpg,https://t.co/3J7wkwW4FG,Mia,,https://pbs.twimg.com/media/CVL6op1WEAAUFE7.jpg
671879137494245376,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/671879137494245376/photo/1,5,10,Brad,This is Brad. He's a chubby lil pup. Doesn't really need the food he's trying to reach. ,,562,1216,https://pbs.twimg.com/media/CVL-goTWoAEUfhy.jpg,https://t.co/vPXKSaNsbE,Brad,,https://pbs.twimg.com/media/CVL-goTWoAEUfhy.jpg
671882082306625538,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/671882082306625538/photo/1,11,10,Batdog,This is Batdog. He's sleeping now but when he wakes up he'll fight crime and such. Great tongue. ,,1179,3020,https://pbs.twimg.com/media/CVMBL_LWUAAsvrL.jpg,https://t.co/Clg16EVy9O,Batdog,,https://pbs.twimg.com/media/CVMBL_LWUAAsvrL.jpg
671891728106971137,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/671891728106971137/photo/1,11,10,Mojo,This is Mojo. Apparently he's too cute for a seat belt. Hella careless. I'd still pet him tho. ,,470,1145,https://pbs.twimg.com/media/CVMJ9guXAAAhAiK.jpg,https://t.co/dzZYx2NByW,Mojo,Labrador Retriever,https://pbs.twimg.com/media/CVMJ9guXAAAhAiK.jpg
671896809300709376,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/671896809300709376/photo/1,10,10,Lola,This is Lola. She fell asleep on a piece of pizza. ,,3611,7399,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,https://t.co/eqmkr2gmPH,Lola,Chow,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg
672068090318987265,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/672068090318987265/photo/1,7,10,Gizmo,Say hello to Gizmo. He's upset because he's not sure if he's really big or the shopping cart is really small. ,,435,1110,https://pbs.twimg.com/media/CVOqW8eUkAESTHj.jpg,https://t.co/XkMtCGhr4a,Gizmo,Pug,https://pbs.twimg.com/media/CVOqW8eUkAESTHj.jpg
672082170312290304,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/672082170312290304/photo/1,11,10,Patch,This is Patch. He wants to be a Christmas tree. ,,315,817,https://pbs.twimg.com/media/CVO3KodXAAAj1de.jpg,https://t.co/WTJtf9O8Jg,Patch,Toy Poodle,https://pbs.twimg.com/media/CVO3KodXAAAj1de.jpg
672095186491711488,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/672095186491711488/photo/1,9,10,Tuco,This is Tuco. That's the toast that killed his father. ,,323,851,https://pbs.twimg.com/media/CVPDAR9XIAAm8QB.jpg,https://t.co/ujnWy26RMe,Tuco,Pug,https://pbs.twimg.com/media/CVPDAR9XIAAm8QB.jpg
672125275208069120,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/672125275208069120/photo/1,11,10,,This is just impressive I have nothing else to say. ,,960,2066,https://pbs.twimg.com/media/CVPeX2dWwAEwyaR.jpg,https://t.co/LquQZiZjJP,,,https://pbs.twimg.com/media/CVPeX2dWwAEwyaR.jpg
672139350159835138,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/672139350159835138/photo/1,12,10,,This pup has a heart on its ass and that is downright legendary. ,,585,1507,https://pbs.twimg.com/media/CVPrLE2WwAELCxD.jpg,https://t.co/0OI927mmNJ,,Rottweiler,https://pbs.twimg.com/media/CVPrLE2WwAELCxD.jpg
672160042234327040,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/672160042234327040/photo/1,8,10,Bubba,This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. ,pupper,299,751,https://pbs.twimg.com/media/CVP9_beUEAAwURR.jpg,https://t.co/aNkkl5nH3W,Bubba,Pug,https://pbs.twimg.com/media/CVP9_beUEAAwURR.jpg
672169685991993344,2015-12-02,Twitter for iPhone,https://twitter.com/dog_rates/status/672169685991993344/photo/1,10,10,Bradley,This is Bradley. That is his sandwich. He carries it everywhere. ,,312,888,https://pbs.twimg.com/media/CVQGv-vUwAEUjCj.jpg,https://t.co/AjBkGTyCeO,Bradley,Cocker Spaniel,https://pbs.twimg.com/media/CVQGv-vUwAEUjCj.jpg
672205392827572224,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672205392827572224/photo/1,9,10,Opal,This is Opal. He's a Royal John Coctostan. Ready for transport. Basically indestructible. ,pupper,987,1924,https://pbs.twimg.com/media/CVQnPMrVAAAzShR.jpg,https://t.co/yRBQF9OS7D,John Coctostan,,https://pbs.twimg.com/media/CVQnPMrVAAAzShR.jpg
672222792075620352,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672222792075620352/photo/1,9,10,Cal,This is Cal. He's a Swedish Geriatric Cheddar. Upset because the pope is laughing at his eyebrows. ,,168,689,https://pbs.twimg.com/media/CVQ3EDdWIAINyhM.jpg,https://t.co/EW4MsOrF5O,Cal,Beagle,https://pbs.twimg.com/media/CVQ3EDdWIAINyhM.jpg
672231046314901505,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672231046314901505/photo/1,5,10,,Exotic underwater dog here. Very shy. Wont return tennis balls I toss him. Never been petted. ,,868,1583,https://pbs.twimg.com/media/CVQ-kfWWoAAXV15.jpg,https://t.co/WH7Nzc5IBA,,,https://pbs.twimg.com/media/CVQ-kfWWoAAXV15.jpg
672239279297454080,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672239279297454080/photo/1,7,10,Ridley,This is Ridley. He doesn't know how to couch. ,,271,796,https://pbs.twimg.com/media/CVRGDrsWsAAUWSF.jpg,https://t.co/UHJE0UgMf7,Ridley,Pug,https://pbs.twimg.com/media/CVRGDrsWsAAUWSF.jpg
672245253877968896,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672245253877968896/photo/1,12,10,Snickers,Meet Snickers. He's adorable. Also comes in t-shirt mode. ,,128,591,https://pbs.twimg.com/media/CVRLfeoW4AA_ldZ.jpg,https://t.co/aCRKDaFmVr,Snickers,Chihuahua,https://pbs.twimg.com/media/CVRLfeoW4AA_ldZ.jpg
672248013293752320,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672248013293752320/photo/1,10,10,,,,510,1486,https://pbs.twimg.com/media/CVROAIfWsAECA5t.jpg,https://t.co/uhx5gfpx5k,,Irish Terrier,https://pbs.twimg.com/media/CVROAIfWsAECA5t.jpg
672254177670729728,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672254177670729728/photo/1,11,10,Rolf,This is Rolf. He's having the time of his life. ,pupper,638,1242,https://pbs.twimg.com/media/CVRTmz1WcAA4uMF.jpg,https://t.co/OO6MqEbqG3,Rolf,Pug,https://pbs.twimg.com/media/CVRTmz1WcAA4uMF.jpg
672256522047614977,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672256522047614977/photo/1,8,10,,Mighty rare dogs here. Long smooth necks. Great knees. Travel in squads. 1 out of every 14 is massive. ,,1303,2447,https://pbs.twimg.com/media/CVRVvRMWEAIBKOP.jpg,https://t.co/PoMKKnKpRd,,,https://pbs.twimg.com/media/CVRVvRMWEAIBKOP.jpg
672264251789176834,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672264251789176834/photo/1,10,10,Kreg,This is Kreg. He has the eyes of a tyrannical dictator. Will not rest until household is his. ,,280,993,https://pbs.twimg.com/media/CVRcxJ-WsAAXOhO.jpg,https://t.co/TUeuaOmunV,Kreg,Chihuahua,https://pbs.twimg.com/media/CVRcxJ-WsAAXOhO.jpg
672267570918129665,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672267570918129665/photo/1,10,10,,When you accidentally open up the front facing camera. ,,523,1275,https://pbs.twimg.com/media/CVRfyZxWUAAFIQR.jpg,https://t.co/jDXxZARQIZ,,Irish Terrier,https://pbs.twimg.com/media/CVRfyZxWUAAFIQR.jpg
672272411274932228,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672272411274932228/photo/1,11,10,Pippin,This is Pippin. He is terrified of his new little yellow giraffe. ,,2870,5587,https://pbs.twimg.com/media/CVRkLteWwAEY0JT.jpg,https://t.co/ZICNl6tIr5,Pippin,Pug,https://pbs.twimg.com/media/CVRkLuJWUAAhhYp.jpg
672466075045466113,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672466075045466113/photo/1,12,10,Franq,This is Franq and Pablo. They're working hard getting ready for Christmas. ,,436,1160,https://pbs.twimg.com/media/CVUUU_EWoAAxABV.jpg,https://t.co/8lKFBOQ2J5,Franq,Cocker Spaniel,https://pbs.twimg.com/media/CVUUU_EWoAAxABV.jpg
672475084225949696,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672475084225949696/photo/1,8,10,Buddy,This is Buddy. He's photogenic af. Loves to sexily exit pond. Very striped. Comes with shield. ,,600,1259,https://pbs.twimg.com/media/CVUchRHXAAE4rtp.jpg,https://t.co/mYhQvAdV4f,Buddy,,https://pbs.twimg.com/media/CVUchRHXAAE4rtp.jpg
672481316919734272,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672481316919734272/photo/1,12,10,Jazz,Say hello to Jazz. She should be on the cover of Vogue. ,pupper,109,624,https://pbs.twimg.com/media/CVUiMUeW4AEQgkU.jpg,https://t.co/mVCMemhXAP,Jazz,Border Collie,https://pbs.twimg.com/media/CVUiMUeW4AEQgkU.jpg
672482722825261057,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672482722825261057/photo/1,10,10,,This is light saber pup. Ready to fight off evil with light saber. ,,511,963,https://pbs.twimg.com/media/CVUjd14W4AE8tvO.jpg,https://t.co/LPPa3btIIt,,West Highland White Terrier,https://pbs.twimg.com/media/CVUjd14W4AE8tvO.jpg
672488522314567680,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672488522314567680/photo/1,10,10,Jackie,"This is Jackie. She was all ready to go out, but her friends just cancelled on her. ",,361,968,https://pbs.twimg.com/media/CVUovvHWwAAD-nu.jpg,https://t.co/rVfi6CCidK,Jackie,Doberman,https://pbs.twimg.com/media/CVUovvHWwAAD-nu.jpg
672523490734551040,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672523490734551040/photo/1,10,10,,When she says she'll be ready in a minute but you've been waiting in the car for almost an hour. ,,142,536,https://pbs.twimg.com/media/CVVIjGbWwAAxkN0.jpg,https://t.co/EH0N3dFKUi,,Golden Retriever,https://pbs.twimg.com/media/CVVIjGbWwAAxkN0.jpg
672538107540070400,2015-12-03,Twitter for iPhone,https://twitter.com/dog_rates/status/672538107540070400/photo/1,7,10,Darby,Meet Darby. He's a Fiscal Tutankhamen Waxbeard. Really likes steak. ,,308,878,https://pbs.twimg.com/media/CVVV1wJWoAEcOyk.jpg,https://t.co/rSndxTL0Ap,Darby,Chihuahua,https://pbs.twimg.com/media/CVVV1wJWoAEcOyk.jpg
672591271085670400,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672591271085670400/photo/1,8,10,,Lots of pups here. All are Judea Hazelnuts. Exceptionally portable. ,,153,625,https://pbs.twimg.com/media/CVWGMQMWUAA7aOM.jpg,https://t.co/Pa8EmpDCuI,Judea Hazelnuts,,https://pbs.twimg.com/media/CVWGMQMWUAA7aOM.jpg
672591762242805761,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672591762242805761/photo/1,10,10,Taz,This is Taz. He boxes leaves. ,,277,818,https://pbs.twimg.com/media/CVWGotpXAAMRfGq.jpg,https://t.co/bWQ0iIcP0w,Taz,Kuvasz,https://pbs.twimg.com/media/CVWGotpXAAMRfGq.jpg
672594978741354496,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672594978741354496/photo/1,9,10,Scott,Meet Scott. Just trying to catch his train to work. Doesn't need everybody staring. ,pupper,518,1137,https://pbs.twimg.com/media/CVWJkJXWsAInlZl.jpg,https://t.co/jyXbZ35MYz,Scott,Great Pyrenees,https://pbs.twimg.com/media/CVWJkJXWsAInlZl.jpg
672604026190569472,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672604026190569472/photo/1,11,10,,This is a baby Rand Paul. Curls for days. ,,332,940,https://pbs.twimg.com/media/CVWRyylWIAAMltv.jpg,https://t.co/xHXNaPAYRe,Rand Paul,Toy Poodle,https://pbs.twimg.com/media/CVWRyylWIAAMltv.jpg
672609152938721280,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672609152938721280/photo/1,9,10,Caryl,This is Caryl. Likes to get in the microwave. ,,332,933,https://pbs.twimg.com/media/CVWWdKLWEAEnSk7.jpg,https://t.co/YAVwvNaois,Caryl,,https://pbs.twimg.com/media/CVWWdKLWEAEnSk7.jpg
672614745925664768,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672614745925664768/photo/1,6,10,Norman,This is Norman. Doesn't bark much. Very docile pup. Up to date on current events. Overall nifty pupper. ,pupper,506,1058,https://pbs.twimg.com/media/CVWbitUW4AAzclx.jpg,https://t.co/ntxsR98f3U,Norman,,https://pbs.twimg.com/media/CVWbitUW4AAzclx.jpg
672622327801233409,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672622327801233409/photo/1,12,10,,This lil pupper is sad because we haven't found Kony yet. RT to spread awareness. ,pupper,411,1123,https://pbs.twimg.com/media/CVWicBbUYAIomjC.jpg,https://t.co/Cv7dRdcMvQ,Kony,Golden Retriever,https://pbs.twimg.com/media/CVWicBbUYAIomjC.jpg
672640509974827008,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672640509974827008/photo/1,9,10,Leonidas,This is Leonidas. He just got rekt by a snowball. ,,267,845,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg,https://t.co/uNrmYDUa9M,Leonidas,Chesapeake Bay Retriever,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg
672828477930868736,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672828477930868736/photo/1,9,10,Jerry,This is Jerry. He's a Timbuk Slytherin. Eats his pizza from the side first. Crushed that cup with his bare paws ,,407,1080,https://pbs.twimg.com/media/CVZd7ttWcAEs2wP.jpg,https://t.co/fvxHL6cRRs,Jerry,,https://pbs.twimg.com/media/CVZd7ttWcAEs2wP.jpg
672834301050937345,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672834301050937345/photo/1,10,10,Ed,"This is Ed. He's not mad, just disappointed. ",,492,1124,https://pbs.twimg.com/media/CVZjOktVAAAtigw.jpg,https://t.co/BIljU0zhLN,Ed,Pembroke,https://pbs.twimg.com/media/CVZjOktVAAAtigw.jpg
672877615439593473,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672877615439593473/photo/1,8,10,Oscar,This is Oscar. He's getting bombarded with the snacks. Not sure he's happy about it. ,,295,879,https://pbs.twimg.com/media/CVaKn75XAAEU09u.jpg,https://t.co/dJHI7uC2y3,Oscar,Chihuahua,https://pbs.twimg.com/media/CVaKn75XAAEU09u.jpg
672884426393653248,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672884426393653248/photo/1,6,10,,Marvelous dog here. Rad ears. Not very soft. Large tumor on nose. Has a pet rock. Good w kids. ,,718,1333,https://pbs.twimg.com/media/CVaQ0M4UsAAki3t.jpg,https://t.co/g5YkRqP0dg,,,https://pbs.twimg.com/media/CVaQ0M4UsAAki3t.jpg
672898206762672129,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672898206762672129/photo/1,11,10,Cheryl,This is Cheryl AKA Queen Pupper of the Skies. Experienced fighter pilot. Much skill. True hero. ,pupper,349,765,https://pbs.twimg.com/media/CVadWcCXIAAL4Sh.jpg,https://t.co/i4XJEWwdsp,Cheryl,,https://pbs.twimg.com/media/CVadWcCXIAAL4Sh.jpg
672902681409806336,2015-12-04,Twitter for iPhone,https://twitter.com/dog_rates/status/672902681409806336/photo/1,9,10,Jimison,This is Jimison. He's stuck in a pot. Damn it Jimison. ,,414,1180,https://pbs.twimg.com/media/CVahaz9XAAA8uTy.jpg,https://t.co/KpLyca3o3E,Jimison,,https://pbs.twimg.com/media/CVahaz9XAAA8uTy.jpg
672964561327235073,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672964561327235073/photo/1,10,10,Terry,This is Terry. He's a Toasty Western Sriracha. Doubles as a table. Great for parties. ,,540,1225,https://pbs.twimg.com/media/CVbZsouWUAIsxMc.jpg,https://t.co/1ui7a1ZLTT,Terry,Chihuahua,https://pbs.twimg.com/media/CVbZsouWUAIsxMc.jpg
672968025906282496,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672968025906282496/photo/1,11,10,Gustaf,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. ,,454,1137,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg,https://t.co/7CbO2eMAgJ,Gustaf,Toy Poodle,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg
672970152493887488,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672970152493887488/photo/1,7,10,Chet,This is Chet. He's having a hard time. Really struggling. ,pupper,297,807,https://pbs.twimg.com/media/CVbeyGUU8AEq300.jpg,https://t.co/eb4ta0xtnd,Chet,,https://pbs.twimg.com/media/CVbeyGUU8AEq300.jpg
672975131468300288,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672975131468300288/photo/1,10,10,Chuckles,This is Chuckles. He is one skeptical pupper. ,pupper,761,1446,https://pbs.twimg.com/media/CVbjRSIWsAElw2s.jpg,https://t.co/ZlcF0TIRW1,Chuckles,Pug,https://pbs.twimg.com/media/CVbjRSIWsAElw2s.jpg
672980819271634944,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672980819271634944/photo/1,5,10,,Extraordinary dog here. Looks large. Just a head. No body. Rather intrusive. ,,870,1581,https://pbs.twimg.com/media/CVbodBOUsAAb7jZ.jpg,https://t.co/ufHWUFA9Pu,,Basset,https://pbs.twimg.com/media/CVbodBOUsAAb7jZ.jpg
672984142909456390,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672984142909456390/photo/1,9,10,,Very happy pup here. Always smiling. Loves his little leaf. Carries it everywhere with him. ,,459,1083,https://pbs.twimg.com/media/CVbrcZyVAAA5Wpq.jpg,https://t.co/81BCQAyvcs,,,https://pbs.twimg.com/media/CVbrcZyVAAA5Wpq.jpg
672988786805112832,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672988786805112832/photo/1,10,10,Schnozz,This is Schnozz. He's had a blurred tail since birth. Hasn't let that stop him. ,pupper,251,850,https://pbs.twimg.com/media/CVbvjKqW4AA_CuD.jpg,https://t.co/a3zYMcvbXG,Schnozz,Lakeland Terrier,https://pbs.twimg.com/media/CVbvjKqW4AA_CuD.jpg
672995267319328768,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672995267319328768/photo/1,8,10,Pumpkin,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. ,,245,817,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,https://t.co/odpuqtz2Fq,Pumpkin,French Bulldog,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg
672997845381865473,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/672997845381865473/photo/1,12,10,Kenzie,Say hello to Kenzie. She is a fluff ball. ,,616,1697,https://pbs.twimg.com/media/CVb39_1XIAAMoIv.jpg,https://t.co/dph1UHNJrg,Kenzie,Chow,https://pbs.twimg.com/media/CVb39_1XIAAMoIv.jpg
673148804208660480,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/673148804208660480/photo/1,8,10,Fletcher,This is Fletcher. He's had a ruff night. No more Fireball for Fletcher. ,pupper,534,1445,https://pbs.twimg.com/media/CVeBQwiUsAAqhLw.jpg,https://t.co/tA4WpkI2cw,Fletcher,,https://pbs.twimg.com/media/CVeBQwiUsAAqhLw.jpg
673213039743795200,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/673213039743795200/photo/1,10,10,Dexter,This is Dexter. He just got some big news. ,,706,1912,https://pbs.twimg.com/media/CVe7r7QVEAAc4Bg.jpg,https://t.co/CbvCUE6PFI,Dexter,Schipperke,https://pbs.twimg.com/media/CVe7r7QVEAAc4Bg.jpg
673240798075449344,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/673240798075449344/photo/1,6,10,,Magical floating dog here. Very calm. Always hangs by the pond. Rather moist. Good listener. ,,603,1235,https://pbs.twimg.com/media/CVfU7KLXAAAAgIa.jpg,https://t.co/1euKoOvy49,,Airedale,https://pbs.twimg.com/media/CVfU7KLXAAAAgIa.jpg
673270968295534593,2015-12-05,Twitter for iPhone,https://twitter.com/dog_rates/status/673270968295534593/photo/1,11,10,Mac,This is Mac. His dad's probably a lawyer. ,,307,919,https://pbs.twimg.com/media/CVfwXuWWIAAqnoi.jpg,https://t.co/mjC0QpXGum,Mac,Shih-Tzu,https://pbs.twimg.com/media/CVfwXuWWIAAqnoi.jpg
